URL,Complex Name,Address
https://www.apartments.com/concord-crossing-jacksonville-fl/t2l1b9b/,Concord Crossing,"7061 Old Kings Rd S, Jacksonville, FL 32217"
https://www.apartments.com/ocean-blue-jacksonville-fl/pgxgq4r/,Ocean Blue,"2701 Mayport Rd, Jacksonville, FL 32233"
https://www.apartments.com/integra-river-run-jacksonville-fl/97l7rv5/,Integra River Run,"14050 Integra Dr, Jacksonville, FL 32218"
https://www.apartments.com/woodlake-park-apartments-jacksonville-fl/tbddf48/,Woodlake Park Apartments,"9439 San Jose Blvd, Jacksonville, FL 32257"
https://www.apartments.com/evergreen-club-jacksonville-fl/e1r9hmm/,Evergreen Club,"9611 Southbrook Dr, Jacksonville, FL 32256"
https://www.apartments.com/the-park-at-via-veneto-jacksonville-fl/3j03xqe/,The Park at Via Veneto,"445 Monument Rd, Jacksonville, FL 32225"
https://www.apartments.com/club-at-danforth-jacksonville-fl/jlx62n4/,Club at Danforth,"3701 Danforth Dr, Jacksonville, FL 32224"
https://www.apartments.com/maa-mandarin-north-jacksonville-fl/vbl15se/,MAA Mandarin North,"10275 Old St Augustine Rd, Jacksonville, FL 32257"
https://www.apartments.com/the-vintage-at-plantation-bay-jacksonville-fl/21167xb/,The Vintage at Plantation Bay,"7740 Plantation Bay Dr, Jacksonville, FL 32244"
https://www.apartments.com/the-park-at-potenza-jacksonville-fl/jl47bq7/,The Park at Potenza,"10023 Belle Rive Blvd, Jacksonville, FL 32256"
https://www.apartments.com/maa-town-center-jacksonville-fl/j18hrg7/,MAA Town Center,"9825 Gate Pky N, Jacksonville, FL 32246"
https://www.apartments.com/lakeline-at-bartram-park-jacksonville-fl/km788jb/,Lakeline at Bartram Park,"13990 Bartram Park Blvd, Jacksonville, FL 32258"
https://www.apartments.com/the-avenues-jacksonville-fl/t2270cc/,The Avenues,"7915 Baymeadows Cir E, Jacksonville, FL 32256"
https://www.apartments.com/the-columns-jacksonville-fl/j1nj6v4/,The Columns,"333 Laurina St, Jacksonville, FL 32216"
https://www.apartments.com/the-barnett-jacksonville-fl/xwg41lq/,The Barnett,"112 W Adams St, Jacksonville, FL 32202"
https://www.apartments.com/the-park-at-milazzo-jacksonville-fl/mp2cryh/,The Park at Milazzo,"3551 San Pablo Rd S, Jacksonville, FL 32224"
https://www.apartments.com/banyan-bay-jacksonville-fl/6edkl9t/,Banyan Bay,"1700 San Pablo Rd S, Jacksonville, FL 32224"
https://www.apartments.com/springs-at-flagler-center-jacksonville-fl/zyt4chz/,Springs at Flagler Center,"12585 Flagler Center Blvd, Jacksonville, FL 32258"
https://www.apartments.com/the-park-at-anzio-jacksonville-fl/89r67n0/,The Park at Anzio,"4083 Sunbeam Rd, Jacksonville, FL 32257"
https://www.apartments.com/registry-at-windsor-parke-jacksonville-fl/0j5yhb1/,Registry at Windsor Parke,"13401 Sutton Park Dr S, Jacksonville, FL 32224"
https://www.apartments.com/the-sagefield-jacksonville-fl/shhktv4/,The Sagefield,"13283 N Main St, Jacksonville, FL 32218"
https://www.apartments.com/century-deerwood-park-jacksonville-fl/vgvhxef/,Century Deerwood Park,"8450 Gate Pky W, Jacksonville, FL 32216"
https://www.apartments.com/the-brooklyn-riverside-jacksonville-fl/gkec1bz/,The Brooklyn Riverside,"100 Magnolia St, Jacksonville, FL 32204"
https://www.apartments.com/portiva-jacksonville-fl/z2p7flz/,Portiva,"6898 A C Skinner Pky, Jacksonville, FL 32256"
https://www.apartments.com/bennett-creek-jacksonville-fl/f53st7r/,Bennett Creek,"6680 Bennett Creek Dr, Jacksonville, FL 32216"
https://www.apartments.com/saddle-brook-landings-jacksonville-fl/v68j5ve/,Saddle Brook Landings,"3037 John Hancock Ct, Jacksonville, FL 32221"
https://www.apartments.com/the-grove-at-deerwood-jacksonville-fl/hhbqbt1/,The Grove At Deerwood,"8231 Princeton Sq, Jacksonville, FL 32256"
https://www.apartments.com/caliente-apartments-jacksonville-fl/jzg9b06/,Caliente Apartments,"1029-1039 Caliente Dr, Jacksonville, FL 32211"
https://www.apartments.com/haven-at-parkside-jacksonville-fl/5yzf70m/,Haven at Parkside,"10825 Key Haven Blvd, Jacksonville, FL 32218"
https://www.apartments.com/monaco-arms-jacksonville-fl/d7x91hh/,Monaco Arms,"10415 Monaco Dr, Jacksonville, FL 32218"
https://www.apartments.com/arco-place-apartments-jacksonville-fl/qptjlhy/,Arco Place Apartments,"1035 Arco Dr, Jacksonville, FL 32211"
https://www.apartments.com/pinebrook-apartment-homes-jacksonville-fl/6tzbm1t/,Pinebrook Apartment Homes,"7500 Powers Ave, Jacksonville, FL 32217"
https://www.apartments.com/jasmine-jacksonville-fl/fxpkrms/,Jasmine,"11050 Harts Rd, Jacksonville, FL 32218"
https://www.apartments.com/courtyard-apartments-jacksonville-fl/pdk06jv/,Courtyard Apartments,"1606 King St, Jacksonville, FL 32204"
https://www.apartments.com/indigo-isles-jacksonville-fl/4pc2pll/,Indigo Isles,"8859 Old Kings Rd S, Jacksonville, FL 32257"
https://www.apartments.com/colonnade-at-regency-jacksonville-fl/2fqhtk8/,Colonnade at Regency,"989 Monument Rd, Jacksonville, FL 32225"
https://www.apartments.com/townsend-apartments-jacksonville-fl/xres4qp/,Townsend Apartments,"3501 Townsend Blvd, Jacksonville, FL 32277"
https://www.apartments.com/caroline-arms-apartments-jacksonville-fl/g841myz/,Caroline Arms Apartments,"6457 Fort Caroline Rd, Jacksonville, FL 32277"
https://www.apartments.com/the-park-at-alston-jacksonville-fl/rz60bq3/,The Park at Alston,"5170 Collins Rd, Jacksonville, FL 32244"
https://www.apartments.com/les-chateaux-jacksonville-fl/s3bncc5/,Les Chateaux,"7201 Arlington Expy, Jacksonville, FL 32211"
https://www.apartments.com/the-park-at-marbella-jacksonville-fl/evdl98m/,The Park at Marbella,"6017 Roosevelt Blvd, Jacksonville, FL 32244"
https://www.apartments.com/topaz-gardens-jacksonville-fl/2xcptc9/,Topaz Gardens,"7350 Blanding Blvd, Jacksonville, FL 32244"
https://www.apartments.com/jackson-palms-jacksonville-fl/4h12sjj/,Jackson Palms,"6610 Powers Ave, Jacksonville, FL 32217"
https://www.apartments.com/riverview-apartments-jacksonville-fl/zzl9tjz/,Riverview Apartments,"301 Caravan Cir, Jacksonville, FL 32216"
https://www.apartments.com/southside-commons-realty-llc-jacksonville-fl/jv6ykl5/,Southside Commons Realty LLC,"9801 Old Baymeadows Rd, Jacksonville, FL 32256"
https://www.apartments.com/paradise-island-jacksonville-fl/zgx4jby/,Paradise Island,"7651 Paradise Island Blvd, Jacksonville, FL 32256"
https://www.apartments.com/the-village-at-san-jose-apartments-jacksonville-fl/t4xx25b/,The Village at San Jose Apartments,"5551 Auburn Rd, Jacksonville, FL 32207"
https://www.apartments.com/cross-creek-apartments-jacksonville-fl/qqxf1gy/,Cross Creek Apartments,"1441 Manotak Ave, Jacksonville, FL 32210"
https://www.apartments.com/park-south-at-deerwood-jacksonville-fl/v0sznhd/,Park South at Deerwood,"7932 Southside Blvd, Jacksonville, FL 32256"
https://www.apartments.com/the-villas-at-ortega-jacksonville-fl/bq2484b/,The Villas at Ortega,"5327 Timuquana Rd, Jacksonville, FL 32210"
https://www.apartments.com/peoples-choice-apartments-llc-jacksonville-fl/gngyh2w/,Peoples Choice Apartments LLC,"2501 Jammes Rd, Jacksonville, FL 32210"
https://www.apartments.com/discovery-trails-middleburg-fl/j2th927/,Discovery Trails,"806 Voyager Trl, Middleburg, FL 32068"
https://www.apartments.com/seaside-apartments-atlantic-beach-fl/rrdzv71/,Seaside Apartments,"1085 Atlantic Blvd, Atlantic Beach, FL 32233"
https://www.apartments.com/bluwater-jacksonville-beach-fl/1gnncx7/,BluWater,"711 Beach Blvd, Jacksonville Beach, FL 32250"
https://www.apartments.com/reserve-at-nocatee-ponte-vedra-fl/esh33qm/,Reserve at Nocatee,"215 Hunters Lake Way, Ponte Vedra, FL 32081"
https://www.apartments.com/arbors-at-orange-park-orange-park-fl/4bp63rh/,Arbors at Orange Park,"198 Arora Blvd, Orange Park, FL 32073"
https://www.apartments.com/33-east-atlantic-beach-fl/mxtc6sj/,33 East,"2610 State Rd, Atlantic Beach, FL 32233"
https://www.apartments.com/ocean-reef-residences-jacksonville-beach-fl/hdl0h90/,Ocean Reef Residences,"220 5th Ave S, Jacksonville Beach, FL 32250"
https://www.apartments.com/elena-flats-jacksonville-fl/1v32cw6/,Elena Flats,"122 E Duval St, Jacksonville, FL 32202"
https://www.apartments.com/the-maggie-towns-jacksonville-fl/qk54znw/,The Maggie Towns,"6765 St. Augustine Rd, Jacksonville, FL 32217"
https://www.apartments.com/the-uptown-at-st-johns-jacksonville-fl/s7hwdb6/,The Uptown at St. Johns,"5290 Big Island Dr, Jacksonville, FL 32246"
https://www.apartments.com/beach-villas-jacksonville-fl/dxnpzzl/,Beach Villas,"11555 Beach Blvd, Jacksonville, FL 32246"
https://www.apartments.com/san-marco-square-apartments-jacksonville-fl/35msege/,San Marco Square Apartments,"1924 Danese Ct, Jacksonville, FL 32207"
https://www.apartments.com/oakleaf-plantation-apartments-jacksonville-fl/9s95w36/,Oakleaf Plantation Apartments,"250 Cherry Ridge Dr, Jacksonville, FL 32222"
https://www.apartments.com/pointe-parc-at-st-johns-jacksonville-fl/fr3c9jv/,Pointe Parc at St. Johns,"7524 Southside Blvd, Jacksonville, FL 32256"
https://www.apartments.com/magnolia-village-jacksonville-fl/jjv98s7/,Magnolia Village,"1620 Bartram Rd, Jacksonville, FL 32207"
https://www.apartments.com/caroline-village-jacksonville-fl/8cq8l42/,Caroline Village,"2929 Justina Rd, Jacksonville, FL 32277"
https://www.apartments.com/monterey-at-beach-boulevard-jacksonville-fl/ktfsxpc/,Monterey at Beach Boulevard,"12171 Beach Blvd, Jacksonville, FL 32246"
https://www.apartments.com/jacksonville-heights-apartments-homes-jacksonville-fl/bnv26yc/,Jacksonville Heights Apartments Homes,"8050 103rd St, Jacksonville, FL 32210"
https://www.apartments.com/the-dunes-apartments-jacksonville-fl/bcjw918/,The Dunes Apartments,"11425 Mccormick Rd, Jacksonville, FL 32225"
https://www.apartments.com/the-place-at-capper-landing-jacksonville-fl/35m5hqg/,The Place at Capper Landing,"10535 Lem Turner Rd, Jacksonville, FL 32218"
https://www.apartments.com/melissa-grove-jacksonville-fl/tn8bsyc/,Melissa Grove,"6555 Lenox Ave, Jacksonville, FL 32205"
https://www.apartments.com/arium-seaglass-at-ponte-vedra-beach-ponte-vedra-fl/q13d67w/,ARIUM Seaglass at Ponte Vedra Beach,"100 Lake Vista Dr, Ponte Vedra, FL 32082"
https://www.apartments.com/parkland-at-orange-park-orange-park-fl/dbem4bj/,Parkland at Orange Park,"1863 Wells Rd, Orange Park, FL 32073"
https://www.apartments.com/mirage-at-southpoint-jacksonville-fl/q65rpzx/,Mirage at Southpoint,"3530-3541 Victoria Park Rd, Jacksonville, FL 32216"
https://www.apartments.com/drift-at-town-center-east-apartments-jacksonville-fl/hyl9f02/,Drift at Town Center East Apartments,"5000 Kernan Blvd S, Jacksonville, FL 32224"
https://www.apartments.com/the-palms-at-2800-jacksonville-fl/n847mrp/,The Palms at 2800,"2800 University Blvd S, Jacksonville, FL 32216"
https://www.apartments.com/westlake-landing-jacksonville-fl/hezw580/,Westlake Landing,"9174 Red Bird Ln, Jacksonville, FL 32220"
https://www.apartments.com/southerly-at-southbank-jacksonville-fl/kx654cc/,SOUTHERLY AT SOUTHBANK,"959 Prudential Dr, Jacksonville, FL 32207"
https://www.apartments.com/sayla-luxury-living-jacksonville-fl/vz9hqyg/,Sayla Luxury Living,"14304 Marina San Pablo Pl, Jacksonville, FL 32224"
https://www.apartments.com/eastborough-san-marco-jacksonville-fl/swytz34/,Eastborough San Marco,"1906 Promenade Way, Jacksonville, FL 32207"
https://www.apartments.com/barlow-jacksonville-fl/0jwp152/,BARLOW,"1900 Olevia St, Jacksonville, FL 32207"
https://www.apartments.com/sands-on-beach-jacksonville-fl/hcgy4q0/,Sands on Beach,"11990 Beach Blvd, Jacksonville, FL 32246"
https://www.apartments.com/southwest-villas-jacksonville-fl/bzn418b/,Southwest Villas,"5565 Connie Jean Rd, Jacksonville, FL 32222"
https://www.apartments.com/creekside-park-jacksonville-fl/dg6mzxh/,Creekside Park,"5900 Townsend Rd, Jacksonville, FL 32244"
https://www.apartments.com/wyndham-lakes-55-active-adult-community-jacksonville-fl/8c4hnx3/,Wyndham Lakes - 55+ Active Adult Community,"10660 Old Saint Augustine Rd, Jacksonville, FL 32257"
https://www.apartments.com/landings-at-lake-gray-jacksonville-fl/cb6z33e/,Landings at Lake Gray,"6500 Lake Gray Blvd, Jacksonville, FL 32244"
https://www.apartments.com/village-walk-jacksonville-fl/rewsk32/,Village Walk,"7651 Gate Pky E, Jacksonville, FL 32256"
https://www.apartments.com/exchange-jacksonville-fl/tr3d3r8/,Exchange,"1810 Bertha St, Jacksonville, FL 32207"
https://www.apartments.com/university-square-apartments-jacksonville-fl/bgg2wn9/,University Square Apartments,"3420 S University Blvd, Jacksonville, FL 32216"
https://www.apartments.com/creekwood-club-jacksonville-fl/xdwemzp/,Creekwood Club,"8343 Hogan Rd, Jacksonville, FL 32216"
https://www.apartments.com/cypress-landing-jacksonville-fl/hnbq132/,Cypress Landing,"4813 Moncrief Rd, Jacksonville, FL 32209"
https://www.apartments.com/beach-bluff-apartments-jacksonville-fl/qgqcczy/,Beach Bluff Apartments,"3210 Discovery Way, Jacksonville, FL 32224"
https://www.apartments.com/summer-glen-apartments-jacksonville-fl/2b1ezzc/,Summer Glen Apartments,"6090 Terry Rd, Jacksonville, FL 32216"
https://www.apartments.com/the-point-at-arrowhead-jacksonville-fl/mtvtllk/,The Point at Arrowhead,"10101 Arrowhead Dr, Jacksonville, FL 32257"
https://www.apartments.com/riverside-apartments-jacksonville-fl/0zxmdx2/,Riverside Apartments,"2335 Riverside Ave, Jacksonville, FL 32204"
https://www.apartments.com/antlers-apartments-jacksonville-fl/6154fyv/,Antlers Apartments,"8433 Southside Blvd, Jacksonville, FL 32256"
https://www.apartments.com/edens-edge-apartments-jacksonville-fl/0lf92b0/,Edens Edge Apartments,"7101 Wilson Blvd, Jacksonville, FL 32210"
https://www.apartments.com/the-kensley-jacksonville-fl/enghgzp/,The Kensley,"6371 Collins Rd, Jacksonville, FL 32244"
https://www.apartments.com/timberwalk-at-mandarin-jacksonville-fl/cclf3ff/,Timberwalk at Mandarin,"10263 Whispering Forest Dr, Jacksonville, FL 32257"
https://www.apartments.com/mandarin-lanai-jacksonville-fl/3rn050g/,Mandarin Lanai,"3909 Sunbeam Rd, Jacksonville, FL 32257"
https://www.apartments.com/manchester-jacksonville-fl/q2d3pfx/,Manchester,"2900 Coronet Ln, Jacksonville, FL 32207"
https://www.apartments.com/the-loree-jacksonville-fl/qz0b86z/,The Loree,"8649 AC Skinner Pkwy, Jacksonville, FL 32256"
https://www.apartments.com/sound-at-peninsula-jacksonville-fl/h28c8z0/,Sound at Peninsula,"4455 Confederate Point Rd, Jacksonville, FL 32210"
https://www.apartments.com/arelia-james-island-jacksonville-fl/gw7h7gx/,Arelia James Island,"5230 S Gate Pky, Jacksonville, FL 32256"
https://www.apartments.com/terrapin-station-jacksonville-fl/85l8gk0/,Terrapin Station,"237 Terrapin Ct, Jacksonville, FL 32218"
https://www.apartments.com/arbor-place-apartments-jacksonville-fl/e6rb7dp/,Arbor Place Apartments,"5800 Barnes Rd S, Jacksonville, FL 32216"
https://www.apartments.com/florida-christian-apartments-jacksonville-fl/z956qwy/,Florida Christian Apartments,"1115 Edgewood Ave S, Jacksonville, FL 32205"
https://www.apartments.com/waterwalk-jacksonville-jacksonville-fl/k0klfs9/,WaterWalk Jacksonville,"8895 Perimeter Park Blvd, Jacksonville, FL 32216"
https://www.apartments.com/willow-trail-jacksonville-fl/eg2ytmq/,Willow Trail,"1700 Mindanao Dr, Jacksonville, FL 32246"
https://www.apartments.com/arcona-grove-jacksonville-fl/x94pwsm/,Arcona Grove,"3200 Hartley Rd, Jacksonville, FL 32257"
https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,Olympus Preserve at Town Center,"7738 A C Skinner Pky, Jacksonville, FL 32256"
https://www.apartments.com/pinewood-pointe-apartments-jacksonville-fl/zp5qp3y/,Pinewood Pointe Apartments,"1801 Kernan Blvd, Jacksonville, FL 32246"
https://www.apartments.com/the-fountains-at-deerwood-jacksonville-fl/4hlyfgl/,The Fountains at Deerwood,"7816 Southside Blvd, Jacksonville, FL 32256"
https://www.apartments.com/laurel-pointe-jacksonville-fl/epce50m/,Laurel Pointe,"3000 Coronet Ln, Jacksonville, FL 32207"
https://www.apartments.com/patriot-plaza-jacksonville-fl/3dfqtde/,Patriot Plaza,"3780 University Club Blvd, Jacksonville, FL 32277"
https://www.apartments.com/bella-terraza-jacksonville-fl/t8x6nxc/,Bella Terraza,"355 MONUMENT, Jacksonville, FL 32225"
https://www.apartments.com/canopy-at-belfort-park-jacksonville-fl/th1bw88/,Canopy at Belfort Park,"7750 Belfort Pky, Jacksonville, FL 32256"
https://www.apartments.com/cove-at-peninsula-jacksonville-fl/vz8ente/,Cove at Peninsula,"4207 Confederate Point Rd, Jacksonville, FL 32210"
https://www.apartments.com/bayside-at-peninsula-jacksonville-fl/59kt1cq/,Bayside at Peninsula,"4375 Confederate Point Rd, Jacksonville, FL 32210"
https://www.apartments.com/the-colony-at-deerwood-apartments-jacksonville-fl/3420j2e/,The Colony at Deerwood Apartments,"10010 Skinner Lake Dr, Jacksonville, FL 32246"
https://www.apartments.com/morris-manor-jacksonville-fl/gmtvemx/,Morris Manor,"9050 Norfolk Blvd, Jacksonville, FL 32208"
https://www.apartments.com/avenue-1601-jacksonville-fl/d9y805j/,Avenue 1601,"1601 Dunn Ave, Jacksonville, FL 32218"
https://www.apartments.com/grande-court-apartments-jacksonville-fl/6xetlnr/,Grande Court Apartments,"7610 Blanding Blvd, Jacksonville, FL 32244"
https://www.apartments.com/treeline-trails-jacksonville-fl/nrs641m/,Treeline Trails,"15647 Woodbury Dr, Jacksonville, FL 32234"
https://www.apartments.com/madison-manor-active-adult-community-55yrs-jacksonville-fl/rgqc3m0/,Madison Manor Active Adult Community 55yrs+,"7400 Hogan Rd, Jacksonville, FL 32216"
https://www.apartments.com/brookwood-club-jacksonville-fl/ldmzc3e/,Brookwood Club,"1385 Brookwood Forest Blvd, Jacksonville, FL 32225"
https://www.apartments.com/san-jose-towers-jacksonville-fl/b8zdlbb/,San Jose Towers,"7124 Ponce de Leon Ave, Jacksonville, FL 32217"
https://www.apartments.com/savannah-springs-jacksonville-fl/w5fq9hl/,Savannah Springs,"6945 Morse Ave, Jacksonville, FL 32244"
https://www.apartments.com/mission-pointe-jacksonville-fl/q8py50y/,Mission Pointe,"12450 Biscayne Blvd, Jacksonville, FL 32218"
https://www.apartments.com/courtney-manor-apartments-jacksonville-fl/1gdxzf5/,Courtney Manor Apartments,"5620 Collins Rd, Jacksonville, FL 32244"
https://www.apartments.com/jackson-commons-jacksonville-fl/zhhz3ex/,Jackson Commons,"3631 University Blvd, Jacksonville, FL 32277"
https://www.apartments.com/new-jax-apts-jacksonville-fl/lc3tkfd/,NEW JAX APTS,"2852 W 1st St, Jacksonville, FL 32254"
https://www.apartments.com/oaks-on-monument-jacksonville-fl/01xcd01/,Oaks on Monument,"401 Monument Rd, Jacksonville, FL 32225"
https://www.apartments.com/trollie-lane-apartments-jacksonville-fl/sk4qvr5/,Trollie Lane Apartments,"2600-2641 Trollie Ln, Jacksonville, FL 32211"
https://www.apartments.com/casa-bella-jacksonville-fl/11zj5r7/,Casa Bella,"5791 University Club Blvd N, Jacksonville, FL 32277"
https://www.apartments.com/edge-at-town-center-the-jacksonville-fl/pzt1grr/,"Edge at Town Center, The","3544 Saint Johns Bluff Rd S, Jacksonville, FL 32224"
https://www.apartments.com/the-belmont-jacksonville-fl/gwxn8vy/,The Belmont,"5928 Firestone Rd, Jacksonville, FL 32244"
https://www.apartments.com/kings-trail-apartment-homes-jacksonville-fl/klp7hkb/,Kings Trail Apartment Homes,"3770 Toledo Rd, Jacksonville, FL 32217"
https://www.apartments.com/the-element-at-river-pointe-jacksonville-fl/xh8v3vq/,The Element at River Pointe,"11291 Harts Rd, Jacksonville, FL 32218"
https://www.apartments.com/pine-meadows-apartments-jacksonville-fl/vq3y1wg/,Pine Meadows Apartments,"3451 Saland Way, Jacksonville, FL 32246"
https://www.apartments.com/miramar-jacksonville-fl/mz4t79l/,Miramar,"3131 University Blvd N, Jacksonville, FL 32211"
https://www.apartments.com/boat-house-jacksonville-fl/67ck4gs/,Boat House,"400 - 21 Century Dr, Jacksonville, FL 32216"
https://www.apartments.com/shore-house-jacksonville-fl/j5n3yw4/,Shore House,"401 Century 21 Dr, Jacksonville, FL 32216"
https://www.apartments.com/the-park-at-matera-orange-park-fl/pxgnz9v/,The Park at Matera,"2150 Spencer Rd, Orange Park, FL 32073"
https://www.apartments.com/sea-oats-apartments-atlantic-beach-fl/4lg1y4h/,Sea Oats Apartments,"900 Plaza, Atlantic Beach, FL 32233"
https://www.apartments.com/mills-creek-preserve-yulee-fl/stj4sc7/,Mills Creek Preserve,"74700 Mills Preserve Cir, Yulee, FL 32097"
https://www.apartments.com/siegel-select-jacksonville-orange-park-orange-park-fl/ds49m1k/,Siegel Select Jacksonville/Orange Park,"1656 Wells Rd, Orange Park, FL 32073"
https://www.apartments.com/tidewater-at-atlantic-beach-apartment-homes-atlantic-beach-fl/3q8rtxe/,Tidewater at Atlantic Beach Apartment Homes,"2768 State Road A1a, Atlantic Beach, FL 32233"
https://www.apartments.com/st-johns-pointe-apartment-homes-orange-park-fl/bj48fvc/,St. Johns Pointe Apartment Homes,"141 Old Orange Park Rd, Orange Park, FL 32073"
https://www.apartments.com/alexander-pointe-orange-park-fl/h28m0z2/,Alexander Pointe,"2121 Burwick Ave, Orange Park, FL 32073"
https://www.apartments.com/riverside-at-orange-park-orange-park-fl/x20c1rq/,Riverside at Orange Park,"606 Park Ave, Orange Park, FL 32073"
https://www.apartments.com/villas-continental-orange-park-fl/q85w26z/,Villas Continental,"2223 Astor St, Orange Park, FL 32073"
https://www.apartments.com/victoria-at-orange-park-orange-park-fl/3ykqh0d/,Victoria at Orange Park,"1710 Wells Rd, Orange Park, FL 32073"
https://www.apartments.com/3334-rayford-street-jacksonville-fl/59wk2pn/,3334 Rayford Street,"3334 Rayford Street, Jacksonville, FL 32205"
https://www.apartments.com/8259-hedgewood-dr-jacksonville-fl/vsq8q4g/,8259 Hedgewood Dr,"8259 Hedgewood Dr, Jacksonville, FL 32216"
https://www.apartments.com/7012-beauhaven-ct-jacksonville-fl/7wbjfqx/,7012 Beauhaven Ct,"7012 Beauhaven Ct, Jacksonville, FL 32258"
https://www.apartments.com/3512-plum-st-jacksonville-fl/ze11pwx/,3512 Plum St,"3512 Plum St, Jacksonville, FL 32205"
https://www.apartments.com/1045-old-hickory-rd-jacksonville-fl/6x2s7sv/,1045 Old Hickory Rd,"1045 Old Hickory Rd, Jacksonville, FL 32207"
https://www.apartments.com/9125-udell-ln-jacksonville-fl/1rvsmw4/,9125 Udell Ln,"9125 Udell Ln, Jacksonville, FL 32222"
https://www.apartments.com/2012-wiley-oaks-ln-jacksonville-fl/s6yjwb6/,2012 Wiley Oaks Ln,"2012 Wiley Oaks Ln, Jacksonville, FL 32210"
https://www.apartments.com/10541-rocky-garden-ln-jacksonville-fl/k4m06v9/,10541 Rocky Garden Ln,"10541 Rocky Garden Ln, Jacksonville, FL 32257"
https://www.apartments.com/3440-provincial-cir-e-jacksonville-fl/k3gbglc/,3440 Provincial Cir E,"3440 Provincial Cir E, Jacksonville, FL 32277"
https://www.apartments.com/12292-hickory-forest-rd-jacksonville-fl/fggdkyt/,12292 Hickory Forest Rd,"12292 Hickory Forest Rd, Jacksonville, FL 32226"
https://www.apartments.com/7701-timberlin-park-blvd-jacksonville-fl-unit-1524/5l525pp/,7701 Timberlin Park Blvd Unit #1524,"7701 Timberlin Park Blvd Unit #1524, Jacksonville, FL 32256"
https://www.apartments.com/2012-chaucer-ln-ponte-vedra-beach-fl/1y12td4/,2012 Chaucer Ln,"2012 Chaucer Ln, Ponte Vedra Beach, FL 32081"
https://www.apartments.com/palms-at-ortega-jacksonville-fl/08qkg72/,Palms at Ortega,
https://www.apartments.com/wynnfield-lakes-jacksonville-fl/jypxv14/,Wynnfield Lakes,
https://www.apartments.com/windsor-arms-apartments-jacksonville-fl/nj926gm/,Windsor Arms Apartments,
https://www.apartments.com/playa-way-apartments-jacksonville-fl/l5sw4tf/,Playa Way Apartments,
https://www.apartments.com/breakwater-studios-jacksonville-fl/gb52esy/,Breakwater Studios,
https://www.apartments.com/canyon-square-jacksonville-fl/xjrv9yp/,Canyon Square,
https://www.apartments.com/shadow-bay-jacksonville-fl/m4hx5ek/,Shadow Bay,
https://www.apartments.com/baywood-apartments-jacksonville-fl/qz45ppx/,Baywood Apartments,
https://www.apartments.com/lofts-at-monroe-jacksonville-fl/dq4dlyj/,Lofts at Monroe,
https://www.apartments.com/riviera-park-jacksonville-fl/stmbz34/,Riviera Park,
https://www.apartments.com/herschel-street-apartments-jacksonville-fl/q5sh4gz/,Herschel Street Apartments,
https://www.apartments.com/tree-hill-apartments-townhomes-jacksonville-fl/zftnkxw/,Tree Hill Apartments & Townhomes,
https://www.apartments.com/riverside-park-apartments-jacksonville-fl/2h11yc8/,Riverside Park Apartments,
https://www.apartments.com/frassati-hall-student-living-jacksonville-fl/684fdsv/,Frassati Hall-STUDENT Living,
https://www.apartments.com/campus-towers-apartments-jacksonville-fl/6bds4kr/,Campus Towers Apartments,
https://www.apartments.com/metropolitan-lofts-jacksonville-fl/b818ytc/,Metropolitan Lofts,
https://www.apartments.com/view-on-the-river-jacksonville-fl/bnngehc/,View on the River,
https://www.apartments.com/the-towers-of-jacksonville-affordable-senior-jacksonville-fl/yc7h57s/,The Towers of Jacksonville Affordable Senior,
https://www.apartments.com/volare-jacksonville-fl/9s61ey5/,Volare,
https://www.apartments.com/palomas-apartments-jacksonville-fl/067j3d1/,Paloma's Apartments,
https://www.apartments.com/lofts-at-lavilla-jacksonville-fl/1qmnp47/,Lofts at LaVilla,
https://www.apartments.com/garden-jax-jacksonville-fl/5gvwesm/,Garden Jax,
https://www.apartments.com/mount-carmel-gardens-a-62-community-jacksonville-fl/xq4e2en/,Mount Carmel Gardens- A 62+ Community,
https://www.apartments.com/houston-street-manor-jacksonville-fl/eb8hz5n/,Houston Street Manor,
https://www.apartments.com/the-villas-apartments-jacksonville-beach-fl/v624yyf/,The Villas Apartments,
https://www.apartments.com/orchid-trace-atlantic-beach-fl/nhj6yfp/,Orchid Trace,
https://www.apartments.com/1032-busac-ave-jacksonville-fl/elclycq/,,"1032 Busac Ave, Jacksonville, FL 32205"
https://www.apartments.com/3991-whippoorwill-holler-ln-jacksonville-fl/66fkgnv/,,"3991 Whippoorwill Holler Ln, Jacksonville, FL 32217"
https://www.apartments.com/7396-prosperity-park-rd-n-jacksonville-fl/7gmv1jw/,,"7396 Prosperity Park Rd N, Jacksonville, FL 32244"
https://www.apartments.com/6873-biddy-ln-jacksonville-fl/qrq0jxx/,,"6873 Biddy Ln, Jacksonville, FL 32210"
https://www.apartments.com/2918-corkwood-rd-jacksonville-fl/t79qyp9/,,"2918 Corkwood Rd, Jacksonville, FL 32277"
https://www.apartments.com/3254-riva-ridge-ct-jacksonville-fl/0e6l750/,,"3254 Riva Ridge Ct, Jacksonville, FL 32218"
https://www.apartments.com/863-s-lilac-loop-jacksonville-fl/z97xk8y/,,"863 S Lilac Loop, Jacksonville, FL 32259"
