,Unnamed: 0,Floor Plan Name,Price,Unit Name,Square Footage,Availability,Beds,Baths,Name,URL,Address,Location,Longitude,Latitude
1340,1340,C2,3050.0,Unit 3-3415,1469.0,Now,3.0,2.0,Olea eTown,https://www.apartments.com/olea-etown-jacksonville-fl/t1nxfn9/,"11385 Exchange st, Jacksonville, FL 32256","(30.167410737478402, -81.50640185296311)",,3.0
1341,1341,C2,3050.0,Unit 3-3115,1469.0,Now,3.0,2.0,Olea eTown,https://www.apartments.com/olea-etown-jacksonville-fl/t1nxfn9/,"11385 Exchange st, Jacksonville, FL 32256","(30.167410737478402, -81.50640185296311)",,3.0
1342,1342,A1,1295.0,Unit 5208,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1343,1343,A1,1295.0,Unit 9208,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1344,1344,A1,1295.0,Unit 9205,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1345,1345,A1,1395.0,Unit 6307,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1346,1346,A1,1395.0,Unit 4305,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1347,1347,A1,1395.0,Unit 6203,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1348,1348,A1,1405.0,Unit 10203,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1349,1349,A1,1405.0,Unit 10207,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1350,1350,A1,1410.0,Unit 9308,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1351,1351,A1,1410.0,Unit 9306,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1352,1352,A1,1410.0,Unit 10306,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1353,1353,A1,1410.0,Unit 10304,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1354,1354,A1,1410.0,Unit 10308,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1355,1355,A1,1420.0,Unit 6204,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1356,1356,A1,1420.0,Unit 6206,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1357,1357,A1,1420.0,Unit 8106,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1358,1358,A1,1420.0,Unit 8107,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1359,1359,A1,1420.0,Unit 8108,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1360,1360,A1,1420.0,Unit 4104,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1361,1361,A1,1420.0,Unit 5107,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1362,1362,A1,1420.0,Unit 5106,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1363,1363,A1,1420.0,Unit 5103,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1364,1364,A1,1420.0,Unit 5104,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1365,1365,A1,1420.0,Unit 9204,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1366,1366,A1,1420.0,Unit 9206,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1367,1367,A1,1420.0,Unit 9107,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1368,1368,A1,1420.0,Unit 9105,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1369,1369,A1,1420.0,Unit 9103,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1370,1370,A1,1420.0,Unit 10204,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1371,1371,A1,1420.0,Unit 10206,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1372,1372,A1,1425.0,Unit 2206,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1373,1373,A1,1425.0,Unit 2204,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1374,1374,A1,1425.0,Unit 3206,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1375,1375,A1,1425.0,Unit 3208,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1376,1376,A1,1425.0,Unit 2208,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1377,1377,A1,1435.0,Unit 9108,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1378,1378,A1,1435.0,Unit 9106,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1379,1379,A1,1435.0,Unit 9104,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1380,1380,A1,1435.0,Unit 10108,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1381,1381,A1,1440.0,Unit 2104,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1382,1382,A1,1440.0,Unit 3104,756.0,Now,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1383,1383,A1,1395.0,Unit 1303,756.0,Mar 20,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1384,1384,A1,1420.0,Unit 1103,756.0,Mar 20,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1385,1385,A1,1420.0,Unit 5105,756.0,Mar 28,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1386,1386,A1,1420.0,Unit 1308,756.0,May 8,1.0,1.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1387,1387,B1,1740.0,Unit 10109,1176.0,Now,2.0,2.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1388,1388,B1,1760.0,Unit 3110,1176.0,Now,2.0,2.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1389,1389,B1,1735.0,Unit 3310,1176.0,Mar 7,2.0,2.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1390,1390,B1,1740.0,Unit 1101,1176.0,Mar 7,2.0,2.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1391,1391,B1,1760.0,Unit 2110,1176.0,Mar 7,2.0,2.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1392,1392,C1,1895.0,Unit 5302,1248.0,Now,3.0,2.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1393,1393,C1,1905.0,Unit 5202,1248.0,Now,3.0,2.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1394,1394,C1,1915.0,Unit 2302,1248.0,Now,3.0,2.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1395,1395,C1,1920.0,Unit 10202,1248.0,Now,3.0,2.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1396,1396,C1,1925.0,Unit 2202,1248.0,Now,3.0,2.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1397,1397,C1,1925.0,Unit 3202,1248.0,Now,3.0,2.0,Novo Westlake,https://www.apartments.com/novo-westlake-jacksonville-fl/8g0blg0/,"4910 Samaritan Way, Jacksonville, FL 32210","(30.25235290455763, -81.8461146169138)",,3.0
1398,1398,Serene,1600.0,Unit 81,685.0,Now,1.0,1.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1399,1399,Serene,1695.0,Unit 97,685.0,Now,1.0,1.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1400,1400,Serene,1695.0,Unit 96,685.0,Now,1.0,1.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1401,1401,Serene,1695.0,Unit 44,685.0,Now,1.0,1.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1402,1402,Serene,1695.0,Unit 113,685.0,Now,1.0,1.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1403,1403,Serene,1695.0,Unit 82,685.0,Now,1.0,1.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1404,1404,Serene,1695.0,Unit 85,685.0,Now,1.0,1.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1405,1405,Serene,1695.0,Unit 86,685.0,Now,1.0,1.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1406,1406,Serene,1695.0,Unit 91,685.0,Now,1.0,1.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1407,1407,Serene,1695.0,Unit 87,685.0,Now,1.0,1.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1408,1408,Oasis,2220.0,Unit 37,685.0,Now,1.0,1.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1409,1409,Harbor,1875.0,Unit 119,983.0,Now,2.0,2.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1410,1410,Harbor,1995.0,Unit 2,983.0,Now,2.0,2.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1411,1411,Harbor,2095.0,Unit 98,983.0,Now,2.0,2.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1412,1412,Harbor,1995.0,Unit 121,983.0,Apr 11,2.0,2.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1413,1413,Harbor,1995.0,Unit 109,983.0,May 7,2.0,2.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1414,1414,Tranquil,2195.0,Unit 34,983.0,Now,2.0,2.0,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1415,1415,Retreat,2495.0,Unit 210,1316.0,Now,2.0,2.5,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1416,1416,Retreat,2495.0,Unit 221,1316.0,Now,2.0,2.5,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1417,1417,Zen,2695.0,Unit 228,1478.0,Now,3.0,2.5,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1418,1418,Zen,2695.0,Unit 144,1478.0,Now,3.0,2.5,Cottage Street at eTown,https://www.apartments.com/cottage-street-at-etown-jacksonville-fl/k42pcp9/,"11100 Domain Dr, Jacksonville, FL 32256","(30.169729082924, -81.515830523109)",,
1419,1419,Huck,1314.0,Unit 369,539.0,Now,0.5,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1420,1420,Huck,1364.0,Unit 269,539.0,Now,0.5,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1421,1421,Huck,1364.0,Unit 469,539.0,Now,0.5,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1422,1422,Libby,1364.0,Unit 146,589.0,Now,0.5,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1423,1423,Libby,1364.0,Unit 248,589.0,Now,0.5,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1424,1424,Libby,1364.0,Unit 348,589.0,Now,0.5,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1425,1425,Libby,1364.0,Unit 448,589.0,Now,0.5,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1426,1426,Libby Plus,1364.0,Unit 336,688.0,Now,0.5,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1427,1427,Libby Plus,1455.0,Unit 136,688.0,Now,0.5,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1428,1428,Quinby,1460.0,Unit 268,620.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1429,1429,Quinby,1460.0,Unit 368,620.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1430,1430,Quinby,1460.0,Unit 468,620.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1431,1431,Lincoln,1460.0,Unit 202,727.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1432,1432,Lincoln,1460.0,Unit 250,727.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1433,1433,Lincoln,1460.0,Unit 350,727.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1434,1434,Lincoln,1535.0,Unit 344,750.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1435,1435,Lincoln,1535.0,Unit 356,750.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1436,1436,Lincoln,1540.0,Unit 450,750.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1437,1437,Lincoln,1590.0,Unit 414,750.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1438,1438,Lincoln,1590.0,Unit 456,750.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1439,1439,Lincoln,1590.0,Unit 444,750.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1440,1440,Lincoln,1665.0,Unit 430,750.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1441,1441,Edison,1460.0,Unit 354,674.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1442,1442,Edison,1460.0,Unit 360,674.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1443,1443,Edison,1560.0,Unit 104,672.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1444,1444,Edison,1560.0,Unit 110,672.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1445,1445,Edison,1560.0,Unit 114,672.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1446,1446,Edison,1560.0,Unit 122,672.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1447,1447,Edison,1560.0,Unit 140,672.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
1448,1448,Edison,1590.0,Unit 418,845.0,Now,1.0,1.0,Union Terminal Warehouse,https://www.apartments.com/union-terminal-warehouse-jacksonville-fl/jwfdn25/,"700 E Union St, Jacksonville, FL 32206","(30.3311, -81.647016)",,3.0
