Floor Plan Name,Price,Unit Name,Square Footage,Availability,Beds,Baths,Name,URL,Address
B2,1925.0,Unit 8203,1113.0,Now,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1930.0,Unit 2303,1113.0,Now,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1990.0,Unit 2210,1113.0,Now,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,2005.0,Unit 2310,1113.0,Now,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1930.0,Unit 7310,1113.0,Apr 5,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1940.0,Unit 7110,1113.0,Apr 5,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1990.0,Unit 7203,1113.0,Apr 5,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,2005.0,Unit 7303,1113.0,Apr 5,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,2015.0,Unit 7103,1113.0,Apr 5,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1975.0,Unit 6203,1113.0,Apr 11,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1975.0,Unit 6210,1113.0,Apr 11,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1975.0,Unit 5210,1113.0,Apr 11,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1975.0,Unit 5203,1113.0,Apr 11,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1990.0,Unit 6303,1113.0,Apr 11,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1990.0,Unit 6310,1113.0,Apr 11,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1990.0,Unit 5303,1113.0,Apr 11,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1990.0,Unit 5310,1113.0,Apr 11,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,2000.0,Unit 6103,1113.0,Apr 11,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,2000.0,Unit 6110,1113.0,Apr 11,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,2000.0,Unit 5103,1113.0,Apr 11,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,2000.0,Unit 5110,1113.0,Apr 11,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1900.0,Unit 4203,1113.0,Apr 25,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1900.0,Unit 4210,1113.0,Apr 25,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1915.0,Unit 4303,1113.0,Apr 25,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1915.0,Unit 4310,1113.0,Apr 25,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1925.0,Unit 4110,1113.0,Apr 25,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,2000.0,Unit 4103,1113.0,Apr 25,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1975.0,Unit 3203,1113.0,May 9,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1975.0,Unit 3210,1113.0,May 9,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1990.0,Unit 3303,1113.0,May 9,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,1990.0,Unit 3310,1113.0,May 9,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,2000.0,Unit 3103,1113.0,May 9,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
B2,2000.0,Unit 3110,1113.0,May 9,2.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2099.0,Unit 1211,1318.0,Now,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2099.0,Unit 1311,1318.0,Now,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2099.0,Unit 1111,1318.0,Now,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2282.0,Unit 2311,1318.0,Now,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2192.0,Unit 7211,1318.0,Apr 5,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2207.0,Unit 7311,1318.0,Apr 5,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2217.0,Unit 7111,1318.0,Apr 5,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2252.0,Unit 5211,1318.0,Apr 11,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2267.0,Unit 5311,1318.0,Apr 11,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2277.0,Unit 5111,1318.0,Apr 11,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2177.0,Unit 4211,1318.0,Apr 25,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2192.0,Unit 4311,1318.0,Apr 25,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2202.0,Unit 4111,1318.0,Apr 25,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2252.0,Unit 3211,1318.0,May 9,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2267.0,Unit 3311,1318.0,May 9,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
C1,2277.0,Unit 3111,1318.0,May 9,3.0,2 ,The Pointe at Davis Creek,https://www.apartments.com/the-pointe-at-davis-creek-jacksonville-fl/2mmvc09/,"12175 Philips Hwy, Jacksonville, FL 32256"
Windrose,1999.0,Unit 04890,1665.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Windrose,1999.0,Unit 04897,1665.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Windrose,1999.0,Unit 11784,1665.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Windrose,2199.0,Unit 04840,1665.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Windrose,2199.0,Unit 04792,1665.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Crosswinds,2049.0,Unit 04786,1711.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Crosswinds,2049.0,Unit 04879,1711.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Crosswinds,2049.0,Unit 04896,1711.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Crosswinds,2049.0,Unit 04903,1711.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Crosswinds,2049.0,Unit 04868,1711.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Crosswinds,2049.0,Unit 04834,1711.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Crosswinds,2049.0,Unit 11783,1711.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Crosswinds,2049.0,Unit 04774,1711.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Crosswinds,2049.0,Unit 11778,1711.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Crosswinds,2249.0,Unit 04854,1711.0,Now,3.0,2 ,North Pointe Residences,https://www.apartments.com/north-pointe-residences-jacksonville-fl/11eqhx7/,"11718 Robert Masters Blvd, Jacksonville, FL 32218"
Five Points,1363.0,Unit 01427,701.0,Now,0.5,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Five Points,1408.0,Unit 01550,701.0,Mar 8,0.5,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Five Points,1408.0,Unit 01546,701.0,Apr 13,0.5,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Five Points,1498.0,Unit 01557,701.0,May 3,0.5,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Five Points,1368.0,Unit 01306,701.0,May 5,0.5,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Five Points,1388.0,Unit 01450,701.0,May 21,0.5,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Riverwalk,1378.0,Unit 01612,618.0,Mar 8,0.5,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Riverwalk,1438.0,Unit 01651,618.0,Apr 11,0.5,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Riverwalk,1388.0,Unit 01202,618.0,Apr 15,0.5,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Riverwalk,1383.0,Unit 01340,618.0,Apr 19,0.5,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
King,1533.0,Unit 01328,787.0,Mar 3,1.0,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
King,1528.0,Unit 01224,787.0,May 28,1.0,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Herschel,1558.0,Unit 01308,862.0,Mar 20,1.0,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Herschel,1608.0,Unit 01608,862.0,May 5,1.0,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Stockton,1638.0,Unit 01230,854.0,Apr 3,1.0,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Brooklyn,1753.0,Unit 01549,912.0,Apr 15,1.0,1 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Riverside,2003.0,Unit 01201,1156.0,Now,2.0,2 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Riverside,2073.0,Unit 01459,1156.0,Now,2.0,2 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Riverside,2013.0,Unit 01301,1156.0,Apr 5,2.0,2 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
St Johns,2068.0,Unit 01353,1204.0,Now,2.0,2 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
St Johns,2088.0,Unit 01453,1204.0,Now,2.0,2 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Edgewood,1598.0,Unit 01421,1071.0,May 4,2.0,2 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
Avondale,1963.0,Unit 01636,1156.0,May 13,2.0,2 ,MAA 220 Riverside,https://www.apartments.com/maa-220-riverside-jacksonville-fl/8v1dqh2/,"220 Riverside Ave, Jacksonville, FL 32202"
E1A,1296.0,Unit 6212,671.0,Now,0.5,1 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
E1A,1300.0,Unit 4412,671.0,Now,0.5,1 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
E1A,1314.0,Unit 5412,671.0,Now,0.5,1 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
A1A,1459.0,Unit 4107,707.0,Now,1.0,1 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
A1A,1473.0,Unit 7116,707.0,Now,1.0,1 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
A1A,1483.0,Unit 4404,707.0,Now,1.0,1 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
A1B,1487.0,Unit 6101,765.0,Now,1.0,1 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
A1E,1948.0,Unit 2102,917.0,Mar 27,1.0,1 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
B2D,1914.0,Unit 6218,1250.0,Now,2.0,2 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
B2D,1914.0,Unit 6205,1250.0,Now,2.0,2 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
B2D,1914.0,Unit 5218,1250.0,Now,2.0,2 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
B2C,1914.0,Unit 4306,1250.0,Now,2.0,2 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
B2C,1986.0,Unit 4406,1250.0,Now,2.0,2 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
B2B,1762.0,Unit 5319,1138.0,Apr 24,2.0,2 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
B2A,1722.0,Unit 4211,1026.0,Jun 7,2.0,2 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
C3A,2543.0,Unit 4213,1534.0,Now,3.0,3 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
C3A,2543.0,Unit 4313,1534.0,Now,3.0,3 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
C3A,2630.0,Unit 7413,1534.0,Now,3.0,3 ,Olympus Preserve at Town Center,https://www.apartments.com/olympus-preserve-at-town-center-jacksonville-fl/nffry6m/,"7738 A C Skinner Pky, Jacksonville, FL 32256"
Amelia - One Bedroom/One Bathroom,1539.0,Unit 1112,874.0,Feb 28,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Amelia - One Bedroom/One Bathroom,1539.0,Unit 1312,874.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Amelia - One Bedroom/One Bathroom,1539.0,Unit 1404,874.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Amelia - One Bedroom/One Bathroom,1539.0,Unit 1412,874.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Amelia - One Bedroom/One Bathroom,1539.0,Unit 2104,874.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Amelia - One Bedroom/One Bathroom,1539.0,Unit 2112,874.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Amelia - One Bedroom/One Bathroom,1539.0,Unit 2204,874.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Amelia - One Bedroom/One Bathroom,1539.0,Unit 2212,874.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Amelia - One Bedroom/One Bathroom,1539.0,Unit 2304,874.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Amelia - One Bedroom/One Bathroom,1539.0,Unit 2312,874.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Amelia - One Bedroom/One Bathroom,1539.0,Unit 2412,874.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Amelia - One Bedroom/One Bathroom,1539.0,Unit 1104,874.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Anna Maria - One Bedroom / One Bathroom,1579.0,Unit 1313,892.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Anna Maria - One Bedroom / One Bathroom,1599.0,Unit 1201,892.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Anna Maria - One Bedroom / One Bathroom,1599.0,Unit 1203,892.0,Feb 28,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Anna Maria - One Bedroom / One Bathroom,1599.0,Unit 1209,892.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
Anna Maria - One Bedroom / One Bathroom,1599.0,Unit 1301,892.0,Now,1.0,1 ,The Preserve Luxury Apartments,https://www.apartments.com/the-preserve-luxury-apartments-jacksonville-fl/m5zgyll/,"780 Island Point Dr, Jacksonville, FL 32218"
