,Floor Plan Name,Price,Unit Name,Square Footage,Availability,Beds,Baths,Name,URL,Address,Location
354,A1 - The Parker,1535.0,Unit 6-6111,771.0,Now,1.0,1.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
355,A1 - The Parker,1570.0,Unit 1-1104,771.0,Now,1.0,1.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
356,A1 - The Parker,1495.0,Unit 4-4205,771.0,Mar 2,1.0,1.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
357,A1 - The Parker,1570.0,Unit 1-1110,771.0,Mar 4,1.0,1.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
358,A1 - The Parker,1535.0,Unit 4-4110,771.0,Mar 7,1.0,1.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
359,A1 - The Parker,1540.0,Unit 5-5309,771.0,Mar 13,1.0,1.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
360,A1 - The Parker,1510.0,Unit 6-6311,771.0,Mar 15,1.0,1.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
361,A1 - The Parker,1565.0,Unit 3-3108,771.0,Mar 17,1.0,1.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
362,A1 - The Parker,1520.0,Unit 3-3103,771.0,Mar 26,1.0,1.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
363,A1 - The Parker,1565.0,Unit 5-5111,771.0,May 5,1.0,1.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
364,A1 - The Parker,1520.0,Unit 6-6110,771.0,May 7,1.0,1.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
365,A2 - The Cooper,1581.0,Unit 1-1113,768.0,Now,1.0,1.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
366,A2 - The Cooper,1581.0,Unit 1-1111,768.0,Mar 7,1.0,1.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
367,A4 - The Weber,1662.0,Unit 1-1103,698.0,Now,1.0,1.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
368,B1 - The Clarke,1715.0,Unit 1-1119,956.0,Now,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
369,B1 - The Clarke,1750.0,Unit 2-2304,956.0,Now,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
370,B1 - The Clarke,1765.0,Unit 2-2118,956.0,Now,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
371,B1 - The Clarke,1750.0,Unit 5-5202,956.0,Mar 1,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
372,B1 - The Clarke,1760.0,Unit 5-5114,956.0,Mar 7,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
373,B1 - The Clarke,1760.0,Unit 3-3109,956.0,Mar 21,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
374,B1 - The Clarke,1760.0,Unit 4-4101,956.0,Mar 27,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
375,B1 - The Clarke,1750.0,Unit 2-2209,956.0,Apr 4,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
376,B1 - The Clarke,1765.0,Unit 2-2106,956.0,May 5,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
377,B2 - The Ambrose,1790.0,Unit 4-4208,1047.0,Now,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
378,B2 - The Ambrose,1820.0,Unit 5-5307,1047.0,Now,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
379,B2 - The Ambrose,1820.0,Unit 5-5201,1047.0,Mar 2,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
380,B2 - The Ambrose,1820.0,Unit 5-5301,1047.0,Mar 3,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
381,B2 - The Ambrose,1845.0,Unit 3-3106,1047.0,Apr 1,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
382,B3 - The Dolby,2260.0,Unit 1-1314,1204.0,Jun 7,2.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
383,C1 - The Shaw,2085.0,Unit 2-2122,1189.0,Now,3.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
384,C1 - The Shaw,2159.0,Unit 1-1324,1189.0,Now,3.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
385,C1 - The Shaw,2159.0,Unit 2-2402,1189.0,Now,3.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
386,C1 - The Shaw,2159.0,Unit 2-2422,1189.0,Now,3.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
387,C1 - The Shaw,2159.0,Unit 1-1321,1189.0,Mar 14,3.0,2.0,Volta,https://www.apartments.com/volta-jacksonville-fl/fr9fqfs/,"11391 Square St, Jacksonville, FL 32256","(30.166025227533733, -81.50742791036011)"
388,A1,1664.0,Unit 1108,684.0,Now,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
389,A1,1774.0,Unit 1219,684.0,Now,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
390,A1,1814.0,Unit 1305,684.0,Now,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
391,A1,1814.0,Unit 1307,684.0,Now,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
392,A1,1849.0,Unit 1319,684.0,Now,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
393,A3,1814.0,Unit 3119,815.0,Now,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
394,A3,1889.0,Unit 1211,815.0,Now,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
395,A3,1939.0,Unit 1111,815.0,Now,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
396,A3,1964.0,Unit 1311,815.0,Now,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
397,A3,1739.0,Unit 3209,815.0,Apr 29,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
398,A2 + Den,1914.0,Unit 3127,1005.0,Now,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
399,A2 + Den,1894.0,Unit 4304,1005.0,May 26,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
400,A5,1934.0,Unit 1228,859.0,Now,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
401,A5,2009.0,Unit 1328,859.0,Now,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
402,A4,1999.0,Unit 1321,1060.0,Now,1.0,1.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
403,B1,2264.0,Unit 1303,1149.0,Now,2.0,2.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
404,B1,2014.0,Unit 3230,1149.0,Mar 8,2.0,2.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
405,B1,2014.0,Unit 3207,1149.0,Mar 24,2.0,2.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
406,B1,2014.0,Unit 3108,1149.0,Apr 17,2.0,2.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
407,B1,2114.0,Unit 3332,1149.0,May 5,2.0,2.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
408,B2,2274.0,Unit 4120,1294.0,Now,2.0,2.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
409,B2,2274.0,Unit 3101,1294.0,Mar 3,2.0,2.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
410,B2,2424.0,Unit 1331,1342.0,Apr 14,2.0,2.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
411,B2,2259.0,Unit 2226,1294.0,Apr 28,2.0,2.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
412,B11,2469.0,Unit 1315,1246.0,Mar 7,2.0,2.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
413,C1,2614.0,Unit 1202,1535.0,Mar 4,3.0,2.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
414,C1,2539.0,Unit 3202,1535.0,Mar 10,3.0,2.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
415,C1,2714.0,Unit 3328,1535.0,Apr 7,3.0,2.0,Forena Luxury Living,https://www.apartments.com/forena-luxury-living-jacksonville-fl/rr2s1k2/,"11727 Abess Blvd, Jacksonville, FL 32225","(30.325247161480142, -81.49807952722854)"
416,A2,1459.0,Unit 923,816.0,Now,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
417,A2,1459.0,Unit 1023,816.0,Now,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
418,A2,1479.0,Unit 832,816.0,Now,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
419,A2,1479.0,Unit 733,816.0,Now,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
420,A2,1524.0,Unit 313,816.0,Now,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
421,A2,1529.0,Unit 233,816.0,Now,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
422,A2,1529.0,Unit 533,816.0,Apr 9,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
423,A1,1485.0,Unit 526,756.0,Now,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
424,A1,1505.0,Unit 1037,756.0,Now,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
425,A1,1550.0,Unit 117,756.0,Now,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
426,A1,1550.0,Unit 217,756.0,Now,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
427,A1,1560.0,Unit 327,756.0,Now,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
428,A1,1485.0,Unit 226,756.0,Mar 25,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
429,A1,1550.0,Unit 517,756.0,May 8,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
430,A1,1500.0,Unit 817,756.0,May 13,1.0,1.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
431,B1,1580.0,Unit 235,1164.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
432,B1,1580.0,Unit 1134,1164.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
433,B1,1580.0,Unit 124,1164.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
434,B1,1825.0,Unit 814,1164.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
435,B1,1825.0,Unit 815,1164.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
436,B1,1885.0,Unit 225,1164.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
437,B1,1885.0,Unit 525,1164.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
438,B1,1905.0,Unit 335,1164.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
439,B1,1905.0,Unit 535,1164.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
440,B1,1875.0,Unit 515,1164.0,Apr 18,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
441,B1c,1595.0,Unit 628,1176.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
442,B1c,1595.0,Unit 838,1176.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
443,B1c,1810.0,Unit 729,1176.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
444,B1c,1825.0,Unit 810,1176.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
445,B1c,1830.0,Unit 629,1176.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
446,B1c,1830.0,Unit 930,1176.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
447,B1c,1830.0,Unit 530,1176.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
448,B1c,1845.0,Unit 110,1176.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
449,B1c,1905.0,Unit 539,1176.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
450,B1c,1905.0,Unit 339,1176.0,Now,2.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
451,C1,1899.0,Unit 531,1248.0,Now,3.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
452,C1,1899.0,Unit 821,1248.0,Now,3.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
453,C1,1899.0,Unit 521,1248.0,Now,3.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
454,C1,2129.0,Unit 121,1248.0,Now,3.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
455,C1,2129.0,Unit 221,1248.0,Now,3.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
456,C1,2129.0,Unit 431,1248.0,Now,3.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
457,C1,2129.0,Unit 321,1248.0,Now,3.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
458,C1,2054.0,Unit 831,1248.0,Apr 8,3.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
459,C1,2054.0,Unit 1021,1248.0,May 8,3.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
460,C1,2074.0,Unit 621,1248.0,Jun 25,3.0,2.0,Collins Preserve,https://www.apartments.com/collins-preserve-jacksonville-fl/zqet90z/,"5258 Collins Preserve Ln, Jacksonville, FL 32244",NOT FOUND
461,A2,1312.0,Unit 5203,816.0,Now,1.0,1.0,Seaton Preserve,https://www.apartments.com/seaton-preserve-jacksonville-fl/yj0rn3r/,"1173 Pecan Park Rd, Jacksonville, FL 32218","(30.518744964281517, -81.64650802751655)"
462,A2,1312.0,Unit 2203,816.0,Now,1.0,1.0,Seaton Preserve,https://www.apartments.com/seaton-preserve-jacksonville-fl/yj0rn3r/,"1173 Pecan Park Rd, Jacksonville, FL 32218","(30.518744964281517, -81.64650802751655)"
463,A2,1465.0,Unit 8303,816.0,Now,1.0,1.0,Seaton Preserve,https://www.apartments.com/seaton-preserve-jacksonville-fl/yj0rn3r/,"1173 Pecan Park Rd, Jacksonville, FL 32218","(30.518744964281517, -81.64650802751655)"
464,A2,1465.0,Unit 6104,816.0,Now,1.0,1.0,Seaton Preserve,https://www.apartments.com/seaton-preserve-jacksonville-fl/yj0rn3r/,"1173 Pecan Park Rd, Jacksonville, FL 32218","(30.518744964281517, -81.64650802751655)"
465,A2,1465.0,Unit 7104,816.0,Now,1.0,1.0,Seaton Preserve,https://www.apartments.com/seaton-preserve-jacksonville-fl/yj0rn3r/,"1173 Pecan Park Rd, Jacksonville, FL 32218","(30.518744964281517, -81.64650802751655)"
466,A2,1480.0,Unit 7103,816.0,Mar 13,1.0,1.0,Seaton Preserve,https://www.apartments.com/seaton-preserve-jacksonville-fl/yj0rn3r/,"1173 Pecan Park Rd, Jacksonville, FL 32218","(30.518744964281517, -81.64650802751655)"
467,A2,1445.0,Unit 4104,816.0,Mar 22,1.0,1.0,Seaton Preserve,https://www.apartments.com/seaton-preserve-jacksonville-fl/yj0rn3r/,"1173 Pecan Park Rd, Jacksonville, FL 32218","(30.518744964281517, -81.64650802751655)"
468,A2,1445.0,Unit 5104,816.0,Apr 8,1.0,1.0,Seaton Preserve,https://www.apartments.com/seaton-preserve-jacksonville-fl/yj0rn3r/,"1173 Pecan Park Rd, Jacksonville, FL 32218","(30.518744964281517, -81.64650802751655)"
469,A2,1480.0,Unit 8103,816.0,Apr 11,1.0,1.0,Seaton Preserve,https://www.apartments.com/seaton-preserve-jacksonville-fl/yj0rn3r/,"1173 Pecan Park Rd, Jacksonville, FL 32218","(30.518744964281517, -81.64650802751655)"
470,A2,1430.0,Unit 7304,816.0,"Jul 4, 2026",1.0,1.0,Seaton Preserve,https://www.apartments.com/seaton-preserve-jacksonville-fl/yj0rn3r/,"1173 Pecan Park Rd, Jacksonville, FL 32218","(30.518744964281517, -81.64650802751655)"
471,A1,1312.0,Unit 8208,756.0,Now,1.0,1.0,Seaton Preserve,https://www.apartments.com/seaton-preserve-jacksonville-fl/yj0rn3r/,"1173 Pecan Park Rd, Jacksonville, FL 32218","(30.518744964281517, -81.64650802751655)"
